START 1430403213615
fragment results first_time total_time first_http total_http
http://localhost:3000/dbpedia2014-default 195 3127 146914 780 42447
http://localhost:3000/dbpedia2014-default 196 3127 146918 780 42447
http://localhost:3000/dbpedia2014-default 197 3127 146919 780 42447
http://localhost:3000/dbpedia2014-default 198 3127 146919 780 42447
http://localhost:3000/dbpedia2014-default 199 3127 147472 780 42639
http://localhost:3000/dbpedia2014-default 200 3127 148276 780 42873
http://localhost:3000/dbpedia2014-default 201 3127 148276 780 42873
http://localhost:3000/dbpedia2014-default 202 3127 148459 780 42903
http://localhost:3000/dbpedia2014-default 203 3127 148459 780 42903
http://localhost:3000/dbpedia2014-default 204 3127 148464 780 42903
http://localhost:3000/dbpedia2014-default 205 3127 148778 780 43004
http://localhost:3000/dbpedia2014-default 206 3127 148780 780 43004
http://localhost:3000/dbpedia2014-default 207 3127 149208 780 43147
http://localhost:3000/dbpedia2014-default 208 3127 151556 780 43741
http://localhost:3000/dbpedia2014-default 209 3127 151651 780 43758
http://localhost:3000/dbpedia2014-default 210 3127 152371 780 43986
http://localhost:3000/dbpedia2014-default 211 3127 163936 780 47162
http://localhost:3000/dbpedia2014-default 212 3127 164162 780 47240
http://localhost:3000/dbpedia2014-default 213 3127 164901 780 47417
http://localhost:3000/dbpedia2014-default 214 3127 165081 780 47439
http://localhost:3000/dbpedia2014-default 215 3127 165974 780 47724
http://localhost:3000/dbpedia2014-default 216 3127 166356 780 47802
http://localhost:3000/dbpedia2014-default 217 3127 166528 780 47841
http://localhost:3000/dbpedia2014-default 218 3127 166562 780 47850
http://localhost:3000/dbpedia2014-default 219 3127 166632 780 47872
http://localhost:3000/dbpedia2014-default 220 3127 167614 780 48118
http://localhost:3000/dbpedia2014-default 221 3127 168514 780 48333
http://localhost:3000/dbpedia2014-default 222 3127 169876 780 48751
http://localhost:3000/dbpedia2014-default 223 3127 169877 780 48751
http://localhost:3000/dbpedia2014-default 224 3127 169878 780 48751
http://localhost:3000/dbpedia2014-default 225 3127 169878 780 48751
http://localhost:3000/dbpedia2014-default 226 3127 169879 780 48751
http://localhost:3000/dbpedia2014-default 227 3127 169880 780 48751
http://localhost:3000/dbpedia2014-default 228 3127 169880 780 48751
http://localhost:3000/dbpedia2014-default 229 3127 169881 780 48751
http://localhost:3000/dbpedia2014-default 230 3127 169921 780 48751
http://localhost:3000/dbpedia2014-default 231 3127 169921 780 48751
http://localhost:3000/dbpedia2014-default 232 3127 169921 780 48751
http://localhost:3000/dbpedia2014-default 233 3127 170185 780 48823
http://localhost:3000/dbpedia2014-default 234 3127 171724 780 49351
http://localhost:3000/dbpedia2014-default 235 3127 171910 780 49405
http://localhost:3000/dbpedia2014-default 236 3127 171979 780 49418
http://localhost:3000/dbpedia2014-default 237 3127 172004 780 49424
http://localhost:3000/dbpedia2014-default 238 3127 172027 780 49430
http://localhost:3000/dbpedia2014-default 239 3127 172120 780 49453
http://localhost:3000/dbpedia2014-default 240 3127 172194 780 49472
http://localhost:3000/dbpedia2014-default 241 3127 172226 780 49482
http://localhost:3000/dbpedia2014-default 242 3127 173169 780 49698
http://localhost:3000/dbpedia2014-default 243 3127 173169 780 49698
http://localhost:3000/dbpedia2014-default 244 3127 173169 780 49698
http://localhost:3000/dbpedia2014-default 245 3127 173169 780 49698
http://localhost:3000/dbpedia2014-default 246 3127 173919 780 49908
http://localhost:3000/dbpedia2014-default 247 3127 175926 780 50534
http://localhost:3000/dbpedia2014-default 248 3127 175927 780 50534
http://localhost:3000/dbpedia2014-default 249 3127 177117 780 50859
http://localhost:3000/dbpedia2014-default 250 3127 177120 780 50859
http://localhost:3000/dbpedia2014-default 251 3127 177145 780 50865
http://localhost:3000/dbpedia2014-default 252 3127 177167 780 50871
http://localhost:3000/dbpedia2014-default 253 3127 177169 780 50871
http://localhost:3000/dbpedia2014-default 254 3127 177187 780 50878
http://localhost:3000/dbpedia2014-default 255 3127 177191 780 50878
http://localhost:3000/dbpedia2014-default 256 3127 177223 780 50888
http://localhost:3000/dbpedia2014-default 257 3127 177267 780 50899
http://localhost:3000/dbpedia2014-default 258 3127 177386 780 50929
http://localhost:3000/dbpedia2014-default 259 3127 177410 780 50935
http://localhost:3000/dbpedia2014-default 260 3127 177452 780 50940
http://localhost:3000/dbpedia2014-default 261 3127 177490 780 50950
http://localhost:3000/dbpedia2014-default 262 3127 177494 780 50950
http://localhost:3000/dbpedia2014-default 263 3127 177585 780 50975
http://localhost:3000/dbpedia2014-default 264 3127 177657 780 50990
http://localhost:3000/dbpedia2014-default 265 3127 177664 780 50990
http://localhost:3000/dbpedia2014-default 266 3127 177707 780 51001
http://localhost:3000/dbpedia2014-default 267 3127 177710 780 51001
http://localhost:3000/dbpedia2014-default 268 3127 177806 780 51026
http://localhost:3000/dbpedia2014-default 269 3127 177867 780 51044
http://localhost:3000/dbpedia2014-default 270 3127 177876 780 51044
http://localhost:3000/dbpedia2014-default 271 3127 177877 780 51044
http://localhost:3000/dbpedia2014-default 272 3127 184776 780 52878
http://localhost:3000/dbpedia2014-default 273 3127 184777 780 52878
http://localhost:3000/dbpedia2014-default 274 3127 184778 780 52878
http://localhost:3000/dbpedia2014-default 275 3127 184780 780 52878
http://localhost:3000/dbpedia2014-default 276 3127 184782 780 52878
http://localhost:3000/dbpedia2014-default 277 3127 184782 780 52878
http://localhost:3000/dbpedia2014-default 278 3127 184819 780 52878
http://localhost:3000/dbpedia2014-default 279 3127 184819 780 52878
http://localhost:3000/dbpedia2014-default 280 3127 185320 780 53015
http://localhost:3000/dbpedia2014-default 281 3127 185321 780 53015
http://localhost:3000/dbpedia2014-default 282 3127 185354 780 53015
http://localhost:3000/dbpedia2014-default 283 3127 185500 780 53062
http://localhost:3000/dbpedia2014-default 284 3127 185872 780 53173
http://localhost:3000/dbpedia2014-default 285 3127 186100 780 53237
http://localhost:3000/dbpedia2014-default 286 3127 186458 780 53337
http://localhost:3000/dbpedia2014-default 287 3127 186460 780 53337
http://localhost:3000/dbpedia2014-default 288 3127 186819 780 53413
http://localhost:3000/dbpedia2014-default 289 3127 187430 780 53590
http://localhost:3000/dbpedia2014-default 290 3127 188160 780 53809
http://localhost:3000/dbpedia2014-default 291 3127 188177 780 53815
http://localhost:3000/dbpedia2014-default 292 3127 188179 780 53815
http://localhost:3000/dbpedia2014-default 293 3127 188200 780 53820
http://localhost:3000/dbpedia2014-default 294 3127 188930 780 54042
http://localhost:3000/dbpedia2014-default 295 3127 189157 780 54109
http://localhost:3000/dbpedia2014-default 296 3127 190375 780 54442
http://localhost:3000/dbpedia2014-default 297 3127 190780 780 54562
http://localhost:3000/dbpedia2014-default 298 3127 190781 780 54562
http://localhost:3000/dbpedia2014-default 299 3127 192296 780 55053
http://localhost:3000/dbpedia2014-default 300 3127 192308 780 55056
http://localhost:3000/dbpedia2014-default 301 3127 193451 780 55376
http://localhost:3000/dbpedia2014-default 302 3127 194455 780 55647
http://localhost:3000/dbpedia2014-default 303 3127 195432 780 55946
http://localhost:3000/dbpedia2014-default 304 3127 195432 780 55946
http://localhost:3000/dbpedia2014-default 305 3127 195434 780 55946
http://localhost:3000/dbpedia2014-default 306 3127 195435 780 55946
http://localhost:3000/dbpedia2014-default 307 3127 196787 780 56280
http://localhost:3000/dbpedia2014-default 308 3127 196787 780 56280
http://localhost:3000/dbpedia2014-default 309 3127 196791 780 56280
http://localhost:3000/dbpedia2014-default 310 3127 196792 780 56280
http://localhost:3000/dbpedia2014-default 311 3127 200632 780 57337
http://localhost:3000/dbpedia2014-default 312 3127 200669 780 57347
http://localhost:3000/dbpedia2014-default 313 3127 200768 780 57371
http://localhost:3000/dbpedia2014-default 314 3127 201096 780 57468
http://localhost:3000/dbpedia2014-default 315 3127 201135 780 57479
http://localhost:3000/dbpedia2014-default 316 3127 201149 780 57481
http://localhost:3000/dbpedia2014-default 317 3127 201588 780 57603
http://localhost:3000/dbpedia2014-default 318 3127 202892 780 57905
http://localhost:3000/dbpedia2014-default 319 3127 203128 780 57952
http://localhost:3000/dbpedia2014-default 320 3127 203220 780 57979
http://localhost:3000/dbpedia2014-default 321 3127 203252 780 57988
http://localhost:3000/dbpedia2014-default 322 3127 203278 780 57993
http://localhost:3000/dbpedia2014-default 323 3127 204667 780 58346
http://localhost:3000/dbpedia2014-default 324 3127 204667 780 58346
http://localhost:3000/dbpedia2014-default 325 3127 204667 780 58346
http://localhost:3000/dbpedia2014-default 326 3127 204667 780 58346
http://localhost:3000/dbpedia2014-default 327 3127 204674 780 58350
http://localhost:3000/dbpedia2014-default 328 3127 206687 780 58887
http://localhost:3000/dbpedia2014-default 329 3127 206687 780 58887
http://localhost:3000/dbpedia2014-default 330 3127 206687 780 58887
http://localhost:3000/dbpedia2014-default 331 3127 206689 780 58887
http://localhost:3000/dbpedia2014-default 332 3127 206690 780 58887
http://localhost:3000/dbpedia2014-default 333 3127 206691 780 58887
http://localhost:3000/dbpedia2014-default 334 3127 206692 780 58887
http://localhost:3000/dbpedia2014-default 335 3127 206693 780 58887
http://localhost:3000/dbpedia2014-default 336 3127 206693 780 58887
http://localhost:3000/dbpedia2014-default 337 3127 206696 780 58887
http://localhost:3000/dbpedia2014-default 338 3127 206696 780 58887
http://localhost:3000/dbpedia2014-default 339 3127 206698 780 58887
http://localhost:3000/dbpedia2014-default 340 3127 206700 780 58887
http://localhost:3000/dbpedia2014-default 341 3127 206700 780 58887
http://localhost:3000/dbpedia2014-default 342 3127 208039 780 59213
http://localhost:3000/dbpedia2014-default 343 3127 208062 780 59219
http://localhost:3000/dbpedia2014-default 344 3127 208102 780 59229
http://localhost:3000/dbpedia2014-default 345 3127 208122 780 59235
http://localhost:3000/dbpedia2014-default 346 3127 208125 780 59235
http://localhost:3000/dbpedia2014-default 347 3127 208156 780 59241
http://localhost:3000/dbpedia2014-default 348 3127 208172 780 59247
http://localhost:3000/dbpedia2014-default 349 3127 208175 780 59247
http://localhost:3000/dbpedia2014-default 350 3127 208273 780 59276
http://localhost:3000/dbpedia2014-default 351 3127 208308 780 59286
http://localhost:3000/dbpedia2014-default 352 3127 208326 780 59291
http://localhost:3000/dbpedia2014-default 353 3127 209823 780 59712
http://localhost:3000/dbpedia2014-default 354 3127 209866 780 59722
http://localhost:3000/dbpedia2014-default 355 3127 209891 780 59729
http://localhost:3000/dbpedia2014-default 356 3127 209898 780 59729
http://localhost:3000/dbpedia2014-default 357 3127 209914 780 59734
http://localhost:3000/dbpedia2014-default 358 3127 209970 780 59747
http://localhost:3000/dbpedia2014-default 359 3127 209973 780 59747
http://localhost:3000/dbpedia2014-default 360 3127 209998 780 59754
http://localhost:3000/dbpedia2014-default 361 3127 210043 780 59767
http://localhost:3000/dbpedia2014-default 362 3127 210166 780 59802
http://localhost:3000/dbpedia2014-default 363 3127 210190 780 59808
http://localhost:3000/dbpedia2014-default 364 3127 210269 780 59827
http://localhost:3000/dbpedia2014-default 365 3127 210335 780 59841
